mercurial	3.7.3-1ubuntu1
mesa-common-dev:amd64	11.2.0-1ubuntu2.2
mime-support	3.59ubuntu1
mingw-w64-common	4.0.4-2
mingw-w64-i686-dev	4.0.4-2
mokutil	0.3.0-0ubuntu3
moreutils	0.57-1
mount	2.27.1-6ubuntu3.1
multiarch-support	2.23-0ubuntu3
mythes-en-us	1:5.1.0-1ubuntu2.2
ncurses-base	6.0+20160213-1ubuntu1
ncurses-bin	6.0+20160213-1ubuntu1
net-tools	1.60-26ubuntu1
netbase	5.3
netcat-openbsd	1.105-7ubuntu1
nmap	7.01-2ubuntu2
notify-osd	0.9.35+16.04.20160415-0ubuntu1
obconf	1:2.0.4+git20150213-1
openbox	3.6.1-1ubuntu2
openjdk-8-jre-headless:amd64	8u91-b14-3ubuntu1~16.04.1
openoffice.org-hyphenation	0.9
openssh-server	1:7.2p2-4ubuntu2.1
os-prober	1.70ubuntu3
passwd	1:4.2-3.1ubuntu5
perl-base	5.22.1-9
php-common	1:35ubuntu6
php7.0-cgi	7.0.8-0ubuntu0.16.04.2
php7.0-cli	7.0.8-0ubuntu0.16.04.2
php7.0-common	7.0.8-0ubuntu0.16.04.2
php7.0-json	7.0.8-0ubuntu0.16.04.2
php7.0-opcache	7.0.8-0ubuntu0.16.04.2
php7.0-readline	7.0.8-0ubuntu0.16.04.2
po-debconf	1.0.19
procps	2:3.3.10-4ubuntu2
python-cffi-backend	1.5.2-1ubuntu1
python-cherrypy3	3.5.0-2build1
python-crypto	2.6.1-6build1
python-cryptography	1.2.3-1
python-dev	2.7.11-1
python-enum34	1.1.2-1
python-idna	2.0-3
python-ipaddress	1.0.16-1
python-numpy	1:1.11.0-1ubuntu1
python-opencv	2.4.9.1+dfsg-1.5ubuntu1
python-openssl	0.15.1-2build1
python-psutil	3.4.2-1
python-pyasn1	0.1.9-1
python-repoze.lru	0.6-6
python-routes	2.2-1ubuntu2
python-scour	0.32-1
python-webob	1.5.1-1
python-xdg	0.25-4
python-yaml	3.11-3build1
python2.7-dev	2.7.12-1~16.04
python3	3.5.1-3
python3-magic	1:5.25-2ubuntu1
python3-minimal	3.5.1-3
python3.5	3.5.2-2~16.01
python3.5-minimal	3.5.2-2~16.01
rake	10.5.0-2
readline-common	6.3-8ubuntu2
realpath	8.25-2ubuntu2
resolvconf	1.78ubuntu2
rpm	4.12.0.1+dfsg1-3build3
rpm-common	4.12.0.1+dfsg1-3build3
rpm2cpio	4.12.0.1+dfsg1-3build3
rsyslog	8.16.0-1ubuntu3
ruby	1:2.3.0+1
ruby-did-you-mean	1.0.0-2
ruby-minitest	5.8.4-2
ruby-net-telnet	0.1.1-2
ruby-power-assert	0.2.7-1
ruby-test-unit	3.1.7-2
ruby2.3	2.3.1-2~16.04
rubygems-integration	1.10
sbsigntool	0.6-0ubuntu10.1
scrot	0.8-17
secureboot-db	1.1
sed	4.2.2-7
sensible-utils	0.0.9
shim-signed	1.17~16.04.1+0.8-0ubuntu2
shutter	0.93.1-1ubuntu1
skype	4.3.0.37-0ubuntu0.12.04.1
skypeforlinux	1.7.0.1
slack-desktop	2.1.2
subversion	1.9.3-2ubuntu1
sudo	1.8.16-0ubuntu1.1
systemd	229-4ubuntu8
systemd-sysv	229-4ubuntu7
sysv-rc	2.88dsf-59.3ubuntu2
sysvinit-utils	2.88dsf-59.3ubuntu2
tar	1.28-2.1
tex-common	6.04
texinfo	6.1.0.dfsg.1-5
thunderbird-locale-en	1:45.3.0+build1-0ubuntu0.16.04.2
thunderbird-locale-en-us	1:45.3.0+build1-0ubuntu0.16.04.2
tmux	2.1-3build1
ttf-dejavu-core	2.35-1
ttf-mscorefonts-installer	3.4+nmu1ubuntu2
tzdata	2016f-0ubuntu0.16.04
ubuntu-desktop	1.361
ubuntu-keyring	2012.05.19
ubuntu-minimal	1.361
ubuntu-standard	1.361
ucf	3.0036
udev	229-4ubuntu8
unity	7.4.0+16.04.20160715-0ubuntu1
unity-settings-daemon	15.04.1+16.04.20160701-0ubuntu1
ureadahead	0.100.0-19
util-linux	2.27.1-6ubuntu3.1
vagrant	1:1.8.5
vim-common	2:7.4.1689-3ubuntu1.1
vim-tiny	2:7.4.1689-3ubuntu1.1
virtualbox	5.0.24-dfsg-0ubuntu1.16.04.1
wamerican	7.1-1
wbritish	7.1-1
wdiff	1.2.2-1build1
whiptail	0.52.18-1ubuntu2
x11proto-composite-dev	1:0.4.2-2
x11proto-core-dev	7.0.28-2ubuntu1
x11proto-damage-dev	1:1.2.1-2
x11proto-dri2-dev	2.8-2
x11proto-fixes-dev	1:5.0-2ubuntu2
x11proto-gl-dev	1.4.17-1
x11proto-input-dev	2.3.1-1
x11proto-kb-dev	1.0.7-0ubuntu1
x11proto-randr-dev	1.5.0-1
x11proto-record-dev	1.14.2-1
x11proto-render-dev	2:0.11.1-2
x11proto-scrnsaver-dev	1.2.2-1
x11proto-xext-dev	7.3.0-1
x11proto-xf86vidmode-dev	2.3.1-2
x11proto-xinerama-dev	1.2.1-2
xcompmgr	1.1.7-1
xkb-data	2.16-1ubuntu1
xorg-sgml-doctools	1:1.11-1
xsltproc	1.1.28-2.1
xtrans-dev	1.3.5-1
xutils-dev	1:7.7+3ubuntu2
xvfb	2:1.18.3-1ubuntu2.3
yelp	3.18.1-1ubuntu4
zlib1g:amd64	1:1.2.8.dfsg-2ubuntu4
zlib1g:i386	1:1.2.8.dfsg-2ubuntu4
zlib1g-dbg	1:1.2.8.dfsg-2ubuntu4
zlib1g-dev:amd64	1:1.2.8.dfsg-2ubuntu4
